CountyFIPS,County,CNTY,VTD,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap
201,HARRIS,201,1067,2011067,5285,3717,529,3188,375,1888,907,2747,2753,468,2285,313,1259,678,1910
201,HARRIS,201,0772,2010772,4990,6199,4100,2099,934,291,779,1032,4681,3202,1479,665,212,520,710
219,HOCKLEY,219,0014,2190014,5826,1178,759,419,3,17,375,385,896,585,311,3,11,277,287
29,BEXAR,29,4003,294003,814,3002,236,2766,44,521,2268,2705,2216,183,2033,26,396,1628,1994
35,BOSQUE,35,0004,350004,1057,638,470,168,3,28,106,132,527,418,109,2,14,71,84
91,COMAL,91,0101,910101,1896,5422,3955,1467,82,134,1135,1247,4374,3341,1033,64,84,788,869
113,DALLAS,113,1326,1131326,2142,2438,913,1525,161,393,940,1317,1831,752,1079,137,271,635,904
121,DENTON,121,1054,1211054,2978,4555,2543,2012,148,890,849,1699,3013,1753,1260,97,559,513,1054
121,DENTON,121,1051,1211051,2975,916,434,482,57,258,159,410,668,352,316,35,165,103,266
443,TERRELL,443,0001,4430001,8634,186,70,116,3,7,104,110,155,67,88,1,3,79,82
477,WASHINGTON,477,0418,4770418,9221,874,515,359,12,135,199,330,686,438,248,8,92,141,233
491,WILLIAMSON,491,0312,4910312,9467,1193,900,293,19,35,226,252,1002,789,213,17,13,163,175
257,KAUFMAN,257,0003,2570003,6224,3861,2439,1422,99,473,747,1203,2878,1893,985,68,339,486,819
293,LIMESTONE,293,0203,2930203,6467,186,88,98,3,72,24,93,145,69,76,2,64,9,72
363,PALO PINTO,363,0018,3630018,7306,273,236,37,2,1,23,24,210,179,31,2,1,17,18
395,ROBERTSON,395,0023,3950023,7552,1396,384,1012,8,285,729,988,1009,311,698,6,182,501,676
439,TARRANT,439,2318,4392318,8139,2720,1605,1115,97,380,604,956,2208,1388,820,79,271,426,682
439,TARRANT,439,3654,4393654,8388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,ECTOR,135,0207,1350207,3224,2996,1907,1089,29,70,927,979,2236,1552,684,17,34,570,603
185,GRIMES,185,0009,1850009,4057,414,282,132,5,63,53,107,313,213,100,5,50,33,78
201,HARRIS,201,0921,2010921,5139,417,219,198,18,30,138,166,321,192,129,11,22,84,106
201,HARRIS,201,0089,2010089,4306,1818,1217,601,293,86,200,279,1405,946,459,216,72,149,218
201,HARRIS,201,0086,2010086,4303,5906,3402,2504,680,444,1304,1711,5074,3003,2071,545,375,1060,1411
203,HARRISON,203,0002,2030002,5385,4487,1318,3169,27,2047,1064,3064,3461,1193,2268,17,1529,674,2181
29,BEXAR,29,1120,291120,370,409,18,391,7,48,350,381,255,12,243,4,24,222,240
113,DALLAS,113,2102,1132102,2288,6088,4361,1727,572,318,713,1010,5865,4241,1624,541,293,665,939
113,DALLAS,113,1061,1131061,2042,1690,1214,476,45,84,293,365,1438,1074,364,34,60,222,274
113,DALLAS,113,4536,1134536,2829,113,22,91,18,11,55,64,92,22,70,15,8,40,46
113,DALLAS,113,3307,1133307,2583,5504,1114,4390,82,1403,2881,4230,3695,935,2760,66,821,1823,2631
121,DENTON,121,4199,1214199,3124,67,64,3,0,1,2,3,54,53,1,0,1,0,1
439,TARRANT,439,2742,4392742,8239,1127,178,949,309,165,457,618,875,166,709,251,129,312,438
453,TRAVIS,453,0192,4530192,8780,4913,1925,2988,508,873,1609,2406,3702,1576,2126,390,587,1117,1663
463,UVALDE,463,0007,4630007,9075,772,358,414,7,5,389,392,592,311,281,0,2,266,268
485,WICHITA,485,0101,4850101,9321,388,336,52,6,6,27,31,294,263,31,3,3,11,14
201,HARRIS,201,0775,2010775,4993,4643,2651,1992,590,324,1022,1330,4166,2485,1681,469,279,867,1135
201,HARRIS,201,0481,2010481,4698,6990,3654,3336,425,934,1804,2692,5288,2974,2314,315,612,1256,1850
339,MONTGOMERY,339,0018,3390018,6911,6083,3546,2537,84,301,2028,2310,4393,2784,1609,49,202,1251,1452
379,RAINS,379,0203,3790203,7452,2072,1870,202,7,15,134,147,1656,1518,138,6,7,84,91
439,TARRANT,439,4485,4394485,8534,1686,276,1410,57,23,1304,1324,1125,240,885,37,15,809,824
439,TARRANT,439,1473,4391473,7993,382,73,309,7,6,293,298,260,59,201,6,4,189,192
141,EL PASO,141,0057,1410057,3370,3620,566,3054,99,273,2692,2891,2783,510,2273,90,197,1964,2124
157,FORT BEND,157,2070,1572070,3665,3355,597,2758,468,1097,1164,2236,2643,540,2103,403,802,855,1645
157,FORT BEND,157,1013,1571013,3616,5519,1488,4031,118,771,3161,3858,4035,1278,2757,99,490,2152,2615
167,GALVESTON,167,0434,1670434,3911,2594,497,2097,13,1504,579,2050,1840,389,1451,5,1073,352,1413
189,HALE,189,0306,1890306,4157,214,42,172,7,18,142,160,142,36,106,3,17,82,99
201,HARRIS,201,0235,2010235,4452,5623,283,5340,117,4330,945,5208,4535,259,4276,105,3529,666,4154
29,BEXAR,29,3165,293165,771,5752,2696,3056,629,352,2031,2324,4152,2049,2103,442,229,1378,1583
29,BEXAR,29,1023,291023,273,4531,119,4412,16,53,4333,4363,3381,96,3285,8,26,3231,3248
29,BEXAR,29,3001,293001,605,6129,2671,3458,569,490,2388,2804,4943,2335,2608,392,385,1794,2127
37,BOWIE,37,008A,37008A,1103,1267,485,782,10,573,176,746,955,369,586,8,454,109,562
41,BRAZOS,41,0078,410078,1269,416,214,202,0,21,168,188,297,168,129,0,7,110,117
85,COLLIN,85,0138,850138,1767,2654,1758,896,286,217,332,543,2202,1514,688,229,161,249,408
479,WEBB,479,0274,4790274,9261,4789,109,4680,30,16,4639,4641,3009,73,2936,29,16,2900,2902
491,WILLIAMSON,491,0209,4910209,9427,5252,4002,1250,154,163,770,894,3679,2930,749,93,95,451,528
215,HIDALGO,215,0128,2150128,5680,4932,84,4848,11,12,4818,4822,3448,55,3393,11,10,3370,3374
221,HOOD,221,0216,2210216,5846,3487,3167,320,47,28,166,194,3104,2850,254,34,18,132,150
275,KNOX,275,0302,2750302,6344,68,53,15,0,4,11,13,65,53,12,0,2,8,10
329,MIDLAND,329,0403,3290403,6842,5011,3372,1639,179,188,1155,1324,3622,2571,1051,129,117,711,818
453,TRAVIS,453,0386A,4530386A,8929,4163,1910,2253,1632,88,461,537,2943,1465,1478,1094,61,270,329
453,TRAVIS,453,0171,4530171,8763,5747,2231,3516,688,1212,1553,2702,4471,1893,2578,522,874,1103,1941
113,DALLAS,113,4110,1134110,2763,2095,17,2078,12,679,1408,2067,1499,11,1488,9,577,914,1478
113,DALLAS,113,2076,1132076,2265,12,7,5,1,5,0,5,11,6,5,1,5,0,5
201,HARRIS,201,0964,2010964,5182,4162,1236,2926,276,1487,1192,2630,2901,938,1963,189,1011,759,1755
201,HARRIS,201,1130,2011130,5348,1628,253,1375,176,188,1016,1194,1189,216,973,134,147,694,834
201,HARRIS,201,0467,2010467,4684,2776,123,2653,382,769,1526,2270,2093,102,1991,335,602,1059,1652
201,HARRIS,201,0633,2010633,4850,5486,2996,2490,629,670,1069,1718,4218,2448,1770,485,483,707,1179
27,BELL,27,0419,270419,250,1594,1048,546,49,173,288,433,1216,858,358,32,112,175,269
29,BEXAR,29,4103,294103,914,13,6,7,1,0,5,5,10,4,6,1,0,4,4
29,BEXAR,29,3142,293142,748,1254,410,844,121,162,573,716,1080,372,708,94,129,495,608
41,BRAZOS,41,0055,410055,1246,6453,3204,3249,713,969,1445,2375,5234,2750,2484,592,660,1118,1763
59,CALLAHAN,59,0008,590008,1412,1875,1540,335,7,62,210,262,1404,1189,215,4,29,133,161
85,COLLIN,85,0115,850115,1744,3993,2563,1430,514,382,464,837,3294,2182,1112,414,289,347,632
453,TRAVIS,453,0363,4530363,8906,4941,2857,2084,1314,178,525,692,3295,1998,1297,822,112,313,418
491,WILLIAMSON,491,0163,4910163,9404,6119,1933,4186,814,1362,2003,3242,4327,1589,2738,545,844,1303,2092
497,WISE,497,0005,4970005,9570,3119,2279,840,16,40,638,672,2330,1790,540,8,25,397,419
355,NUECES,355,0082,3550082,7197,1253,165,1088,17,69,992,1056,1001,148,853,14,58,773,829
367,PARKER,367,0310,3670310,7363,3201,2489,712,56,130,452,573,2634,2110,524,47,108,303,404
417,SHACKELFORD,417,0303,4170303,7695,426,374,52,2,7,36,40,334,305,29,1,3,19,20
423,SMITH,423,0023,4230023,7744,3636,2095,1541,91,620,783,1374,2843,1770,1073,69,412,545,951
439,TARRANT,439,1184,4391184,7910,2522,837,1685,77,453,1159,1575,1839,735,1104,54,312,727,1020
439,TARRANT,439,3732,4393732,8408,2691,2027,664,79,62,458,504,2035,1607,428,49,30,278,306
91,COMAL,91,0204,910204,1910,5032,3292,1740,99,84,1458,1526,4006,2733,1273,66,58,1050,1098
201,HARRIS,201,0987,2010987,5205,2036,68,1968,20,784,1179,1947,1501,48,1453,15,631,813,1433
215,HIDALGO,215,0151,2150151,5703,5222,631,4591,263,81,4257,4312,3945,532,3413,181,58,3155,3203
251,JOHNSON,251,0042,2510042,6201,5951,2676,3275,62,529,2539,3026,4187,2093,2094,21,355,1574,1916
309,MCLENNAN,309,0066,3090066,6699,1980,1603,377,7,47,236,275,1563,1324,239,3,27,151,176
331,MILAM,331,0318,3310318,6865,3828,2408,1420,33,325,1015,1295,2912,1977,935,22,211,646,838
5,ANGELINA,5,0031,50031,58,705,379,326,2,31,287,315,515,288,227,2,23,195,218
29,BEXAR,29,4080,294080,891,4549,835,3714,94,888,2778,3579,3303,713,2590,72,599,1896,2476
113,DALLAS,113,3040,1133040,2477,3943,128,3815,18,2451,1355,3768,2639,102,2537,11,1635,881,2502
113,DALLAS,113,4517,1134517,2812,5155,2222,2933,206,933,1699,2580,4193,2028,2165,157,705,1189,1872
113,DALLAS,113,1329,1131329,2145,24,11,13,0,4,10,13,19,11,8,0,2,7,8
121,DENTON,121,4215,1214215,3141,4497,3048,1449,497,320,502,800,3041,2145,896,318,192,297,483
491,WILLIAMSON,491,0491,4910491,9547,6210,3036,3174,449,865,1735,2548,4470,2299,2171,333,581,1139,1698
309,MCLENNAN,309,0088,3090088,6722,1477,571,906,5,279,598,863,1046,440,606,4,191,394,578
349,NAVARRO,349,0104,3490104,7054,1441,765,676,5,67,568,628,1066,614,452,0,47,370,416
397,ROCKWALL,397,0003,3970003,7555,2625,1533,1092,166,381,520,872,1762,1080,682,114,204,314,518
421,SHERMAN,421,0202,4210202,7718,202,137,65,3,4,55,59,142,99,43,3,4,33,37
439,TARRANT,439,1105,4391105,7887,2007,1202,805,77,320,395,699,1691,1086,605,56,245,282,517
439,TARRANT,439,4534,4394534,8551,6959,3976,2983,241,779,1806,2521,5155,3098,2057,189,531,1206,1701
141,EL PASO,141,0163,1410163,3476,4951,106,4845,22,30,4798,4817,3812,71,3741,11,18,3712,3723
161,FREESTONE,161,0006B,1610006B,3808,31,24,7,0,1,6,7,28,22,6,0,1,5,6
187,GUADALUPE,187,0415,1870415,4137,8057,3499,4558,457,1293,2790,3926,5538,2571,2967,292,820,1760,2525
201,HARRIS,201,0255,2010255,4472,3557,1951,1606,304,643,590,1212,2863,1606,1257,225,528,436,951
209,HAYS,209,0316,2090316,5468,3545,1789,1756,112,176,1460,1611,2909,1608,1301,86,143,1054,1190
245,JEFFERSON,245,0030,2450030,6058,1661,1402,259,17,53,138,189,1284,1111,173,10,30,88,118
9,ARCHER,9,0007,90007,81,292,239,53,4,1,26,27,224,194,30,1,1,15,16
29,BEXAR,29,2001,292001,413,2369,188,2181,57,191,1982,2123,1451,139,1312,32,103,1191,1273
29,BEXAR,29,2123,292123,536,3195,1024,2171,170,201,1816,1973,2253,777,1476,118,122,1219,1328
37,BOWIE,37,001A,37001A,1077,3155,376,2779,15,2294,449,2719,2172,306,1866,11,1537,286,1812
39,BRAZORIA,39,0013,390013,1126,6515,2896,3619,519,1078,1950,2991,4704,2190,2514,382,772,1297,2050
113,DALLAS,113,4147,1134147,2786,113,4,109,3,5,99,104,80,2,78,2,4,69,73
453,TRAVIS,453,0137,4530137,8737,5604,1514,4090,476,789,2847,3561,4325,1353,2972,383,601,1996,2552
463,UVALDE,463,0001,4630001,9069,1857,429,1428,6,26,1403,1411,1373,379,994,5,12,977,983
303,LUBBOCK,303,0022,3030022,6536,4598,2358,2240,78,399,1689,2023,3409,1982,1427,54,243,1046,1266
349,NAVARRO,349,0402,3490402,7077,3466,2092,1374,41,524,690,1192,2739,1799,940,32,361,455,805
391,REFUGIO,391,003A,391003A,7532,918,463,455,2,68,389,441,718,401,317,1,47,266,309
439,TARRANT,439,4456,4394456,8528,1467,1139,328,41,84,165,247,1178,938,240,29,54,120,173
439,TARRANT,439,2027,4392027,8073,1507,325,1182,188,260,731,977,1051,272,779,148,165,466,627
439,TARRANT,439,2546,4392546,8196,417,52,365,11,199,165,352,338,52,286,10,165,119,274
113,DALLAS,113,1176,1131176,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,DENTON,121,4193,1214193,3118,6709,4916,1793,107,234,1244,1442,4790,3742,1048,71,126,700,812
165,GAINES,165,0002,1650002,3831,4359,2646,1713,38,55,1563,1602,2876,1735,1141,23,31,1036,1063
201,HARRIS,201,0610,2010610,4827,9688,941,8747,257,315,8173,8435,6596,789,5807,199,201,5385,5557
209,HAYS,209,0422,2090422,5491,3045,1578,1467,82,166,1189,1321,2392,1316,1076,58,124,845,953
217,HILL,217,0012,2170012,5823,2628,1862,766,12,340,319,655,1975,1459,516,9,245,181,426
29,BEXAR,29,2024,292024,436,4262,299,3963,46,194,3760,3898,2986,254,2732,42,116,2587,2677
61,CAMERON,61,0026,610026,1438,3334,531,2803,20,28,2751,2761,2502,492,2010,15,13,1973,1978
93,COMANCHE,93,0004,930004,1936,134,108,26,0,1,21,22,102,94,8,0,0,6,6
113,DALLAS,113,1142,1131142,2102,4745,3248,1497,264,385,797,1159,3087,2163,924,151,242,493,724
113,DALLAS,113,3500,1133500,2600,5132,2401,2731,1606,460,558,1000,3690,1766,1924,1160,307,378,680
449,TITUS,449,0001,4490001,8652,1489,141,1348,13,404,925,1318,1025,104,921,8,328,576,899
491,WILLIAMSON,491,0149,4910149,9399,5588,2374,3214,367,1199,1650,2752,4352,2025,2327,289,819,1201,1960
201,HARRIS,201,0107,2010107,4324,5752,267,5485,45,1271,4202,5429,4026,229,3797,34,829,2934,3748
201,HARRIS,201,0022,2010022,4238,5700,405,5295,157,3307,1847,5084,4033,344,3689,130,2302,1256,3518
201,HARRIS,201,1102,2011102,5320,6081,2299,3782,494,1004,2258,3164,4546,1819,2727,356,700,1615,2265
201,HARRIS,201,0853,2010853,5071,3478,2163,1315,294,325,621,924,2624,1710,914,219,219,407,612
365,PANOLA,365,0005,3650005,7321,741,553,188,4,69,92,158,546,422,124,2,53,51,104
397,ROCKWALL,397,003AA,397003AA,7570,4734,3177,1557,127,201,1078,1265,3383,2387,996,88,135,663,791
29,BEXAR,29,4118,294118,929,117,58,59,2,6,50,55,90,47,43,2,5,35,39
29,BEXAR,29,1052,291052,302,3632,371,3261,34,65,3170,3200,2641,317,2324,28,34,2250,2276
29,BEXAR,29,1101,291101,351,1,0,1,1,0,1,1,1,0,1,1,0,1,1
29,BEXAR,29,1137,291137,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CALDWELL,55,0301,550301,1384,2001,842,1159,10,49,1053,1089,1527,716,811,6,36,730,756
91,COMAL,91,0308,910308,1925,3938,2312,1626,43,78,1436,1505,3252,2007,1245,35,65,1084,1143
439,TARRANT,439,1382,4391382,7962,5902,1235,4667,358,3324,1035,4249,4698,1093,3605,280,2577,753,3268
455,TRINITY,455,0002,4550002,9007,1205,1052,153,7,21,72,92,1029,909,120,4,11,53,64
459,UPSHUR,459,0002,4590002,9044,4114,3437,677,27,124,319,439,3080,2654,426,21,74,171,243
497,WISE,497,0020,4970020,9585,1775,1487,288,7,23,181,201,1351,1170,181,6,13,104,117
201,HARRIS,201,0462,2010462,4679,4283,1138,3145,476,1077,1575,2610,3479,1025,2454,421,898,1113,1981
201,HARRIS,201,0499,2010499,4716,3137,2184,953,338,147,415,544,2566,1801,765,286,114,328,432
265,KERR,265,0404,2650404,6302,1213,1005,208,7,11,158,168,989,842,147,6,2,114,116
273,KLEBERG,273,0044,2730044,6339,1008,206,802,27,45,732,773,810,175,635,20,35,578,612
369,PARMER,369,0301,3690301,7384,2353,1314,1039,6,16,1009,1018,1750,1050,700,5,12,674,683
439,TARRANT,439,1241,4391241,7925,1282,257,1025,199,570,248,803,849,202,647,118,350,161,508
99,CORYELL,99,0102,990102,1974,2053,1689,364,18,42,213,250,1624,1384,240,13,16,145,157
111,DALLAM,111,0002,1110002,2011,119,77,42,1,1,35,35,79,56,23,0,0,20,20
121,DENTON,121,3132,1213132,3056,4717,2320,2397,568,770,971,1723,3751,1926,1825,437,583,729,1303
149,FAYETTE,149,201E,149201E,3597,2015,1315,700,16,192,453,638,1544,1081,463,13,123,294,412
157,FORT BEND,157,1146,1571146,3634,13078,4847,8231,4104,1231,2741,3892,8191,3130,5061,2499,737,1705,2409
201,HARRIS,201,1039,2011039,5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BEXAR,29,3180,293180,786,1546,727,819,60,83,672,739,1290,642,648,47,54,529,578
29,BEXAR,29,4224,294224,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BEXAR,29,2124,292124,537,838,275,563,42,52,468,506,685,243,442,38,32,369,396
41,BRAZOS,41,0092,410092,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,DALLAS,113,4041,1134041,2701,1369,30,1339,6,354,981,1327,1014,28,986,4,317,666,978
121,DENTON,121,1026,1211026,2950,4927,4368,559,155,129,187,306,4831,4348,483,141,105,157,256
345,MOTLEY,345,0003,3450003,7029,24,19,5,0,1,5,5,21,17,4,0,0,4,4
361,ORANGE,361,0023,3610023,7278,4223,3684,539,77,44,285,317,3028,2688,340,58,24,159,178
391,REFUGIO,391,0003,3910003,7527,762,367,395,3,46,342,379,596,315,281,1,36,241,272
423,SMITH,423,0055,4230055,7776,4026,1728,2298,238,1434,533,1946,3275,1515,1760,181,1107,396,1493
473,WALLER,473,0418,4730418,9193,4471,2774,1697,253,458,932,1346,2945,1876,1069,156,279,577,838
491,WILLIAMSON,491,0258,4910258,9442,278,133,145,44,24,55,78,184,87,97,28,15,37,51
131,DUVAL,131,0008,1310008,3199,2526,328,2198,30,27,2070,2082,1817,272,1545,24,16,1442,1448
141,EL PASO,141,0135,1410135,3448,4088,116,3972,27,37,3914,3940,3174,84,3090,22,16,3058,3067
201,HARRIS,201,0896,2010896,5114,2440,1612,828,276,186,341,513,2269,1531,738,248,166,297,456
201,HARRIS,201,0648,2010648,4865,4841,2550,2291,676,668,884,1520,3726,2081,1645,514,475,606,1055
201,HARRIS,201,1145,2011145,5363,6339,3434,2905,664,316,1787,2087,4207,2410,1797,410,192,1091,1282
215,HIDALGO,215,0060,2150060,5612,8272,333,7939,38,17,7846,7857,5506,262,5244,24,12,5175,5181
29,BEXAR,29,3033,293033,637,3184,1718,1466,215,157,1046,1187,2653,1558,1095,161,119,778,885
39,BRAZORIA,39,0065,390065,1178,4235,2158,2077,184,673,1158,1791,3244,1804,1440,128,477,767,1227
39,BRAZORIA,39,0022,390022,1135,5193,3635,1558,135,233,1082,1283,4018,2951,1067,90,162,714,862
85,COLLIN,85,0047,850047,1676,3658,1861,1797,309,381,1056,1411,2974,1639,1335,236,291,759,1029
113,DALLAS,113,4506,1134506,2801,3509,662,2847,105,388,2339,2669,2579,593,1986,73,254,1605,1839
139,ELLIS,139,1045,1391045,3299,188,153,35,5,3,26,29,146,122,24,5,0,18,18
479,WEBB,479,0416,4790416,9293,2310,58,2252,2,14,2240,2244,1636,42,1594,2,10,1586,1589
479,WEBB,479,0453,4790453,9299,1131,22,1109,0,1,1108,1108,827,14,813,0,1,812,812
209,HAYS,209,0252,2090252,5463,4740,1476,3264,159,348,2739,3032,3443,1156,2287,111,262,1867,2101
241,JASPER,241,0001,2410001,6004,66,54,12,1,5,0,5,54,47,7,1,1,0,1
355,NUECES,355,0020,3550020,7135,5480,752,4728,143,348,4268,4536,4048,616,3432,108,238,3056,3276
355,NUECES,355,0014,3550014,7129,695,185,510,12,18,471,486,461,146,315,8,12,290,299
411,SAN SABA,411,0001,4110001,7670,1402,801,601,8,11,564,570,1100,680,420,8,10,389,394
411,SAN SABA,411,004B,411004B,7676,164,155,9,0,2,7,7,143,134,9,0,2,7,7
141,EL PASO,141,0029,1410029,3342,4771,677,4094,159,195,3770,3933,3885,600,3285,136,159,3005,3142
167,GALVESTON,167,0143,1670143,3840,5323,1599,3724,42,1186,2488,3575,3752,1266,2486,32,741,1667,2367
201,HARRIS,201,0747,2010747,4965,6080,1474,4606,241,1965,2371,4257,4317,1218,3099,175,1317,1556,2836
201,HARRIS,201,0753,2010753,4971,813,174,639,54,347,264,582,578,136,442,32,240,184,407
209,HAYS,209,0450A,2090450A,5512,1580,1259,321,42,26,207,232,1189,963,226,26,21,139,159
209,HAYS,209,0443,2090443,5506,3830,2829,1001,275,98,569,654,2464,1865,599,174,61,321,377
27,BELL,27,0410,270410,245,8598,1933,6665,323,3331,3090,6110,6391,1667,4724,247,2367,2093,4282
29,BEXAR,29,2081,292081,494,1437,175,1262,47,104,1106,1203,1105,165,940,31,73,818,889
49,BROWN,49,0215,490215,1327,304,275,29,0,10,9,19,269,244,25,0,8,8,16
73,CHEROKEE,73,0024,730024,1576,3443,2176,1267,39,779,388,1155,2631,1702,929,36,581,265,841
113,DALLAS,113,2608,1132608,2409,4400,1759,2641,1686,359,517,863,3450,1478,1972,1282,269,356,618
113,DALLAS,113,3981,1133981,2658,2254,1382,872,280,182,343,515,1820,1176,644,200,135,243,373
315,MARION,315,0004,3150004,6737,555,369,186,3,164,9,171,446,311,135,0,123,4,127
339,MONTGOMERY,339,0086,3390086,6986,4048,2752,1296,71,251,855,1098,3087,2194,893,59,171,572,736
431,STERLING,431,0002A,4310002A,7819,249,118,131,9,3,122,124,183,88,95,3,1,90,91
439,TARRANT,439,1821,4391821,8068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,TRAVIS,453,0357,4530357,8901,4935,2931,2004,385,216,1319,1503,3942,2451,1491,299,182,942,1102
469,VICTORIA,469,0030,4690030,9150,820,313,507,10,52,434,479,631,261,370,6,34,318,349
141,EL PASO,141,0178,1410178,3491,1975,269,1706,28,105,1599,1671,1478,243,1235,18,77,1146,1207
157,FORT BEND,157,3138,1573138,3740,750,65,685,393,202,86,279,573,48,525,303,152,58,208
201,HARRIS,201,0605,2010605,4822,4077,384,3693,48,1000,2673,3620,2915,330,2585,40,754,1817,2531
201,HARRIS,201,0356,2010356,4573,6761,2668,4093,531,1386,2162,3459,5133,2180,2953,443,973,1507,2429
215,HIDALGO,215,0103,2150103,5655,4912,580,4332,60,34,4236,4262,3755,519,3236,44,21,3164,3179
227,HOWARD,227,0025,2270025,5904,1727,1016,711,52,61,544,595,1281,822,459,39,40,338,373
29,BEXAR,29,4075,294075,886,1037,109,928,20,72,844,899,791,90,701,10,53,640,681
29,BEXAR,29,1095,291095,345,881,460,421,69,162,193,323,637,343,294,54,109,119,211
61,CAMERON,61,0015,610015,1427,3389,258,3131,19,19,3093,3099,2606,214,2392,19,18,2357,2363
97,COOKE,97,001C,97001C,1968,7301,4283,3018,145,518,2161,2618,5341,3478,1863,106,318,1285,1584
113,DALLAS,113,3072,1133072,2509,170,8,162,1,71,92,158,120,8,112,1,53,62,110
121,DENTON,121,3126,1213126,3050,4820,1707,3113,577,1324,1171,2444,3731,1466,2265,452,952,803,1730
491,WILLIAMSON,491,0486,4910486,9542,1756,840,916,388,173,361,516,1360,747,613,265,121,220,332
497,WISE,497,0028,4970028,9591,3282,1897,1385,41,46,1190,1234,2304,1446,858,27,25,728,753
329,MIDLAND,329,0308,3290308,6837,6056,1047,5009,90,1476,3463,4869,4455,818,3637,75,1130,2425,3531
367,PARKER,367,0440,3670440,7378,5368,4580,788,79,102,443,537,3720,3237,483,39,61,266,323
439,TARRANT,439,4130,4394130,8460,3068,2595,473,132,94,187,271,2286,1977,309,89,66,117,180
439,TARRANT,439,1208,4391208,7919,2649,2038,611,118,127,280,396,2055,1638,417,87,96,176,267
453,TRAVIS,453,0482,4530482,9001,4671,1071,3600,30,774,2796,3547,3977,1017,2960,17,752,2184,2919
459,UPSHUR,459,0008,4590008,9050,1441,1100,341,2,135,169,297,1116,867,249,1,107,108,211
149,FAYETTE,149,0315,1490315,3591,736,597,139,1,9,117,126,618,523,95,0,9,75,84
187,GUADALUPE,187,0409,1870409,4132,4184,1491,2693,343,1180,1237,2317,2869,1089,1780,234,797,753,1513
201,HARRIS,201,0456,2010456,4673,9852,3071,6781,309,2479,3984,6321,7281,2584,4697,252,1743,2639,4316
201,HARRIS,201,0996,2010996,5214,1080,371,709,85,158,468,621,831,317,514,58,126,331,456
215,HIDALGO,215,0203,2150203,5755,8173,698,7475,525,165,6806,6931,5629,500,5129,383,98,4647,4734
265,KERR,265,0215,2650215,6296,4513,3066,1447,70,42,1202,1237,3612,2608,1004,46,30,814,841
29,BEXAR,29,3108,293108,712,1889,1096,793,64,124,590,694,1506,916,590,40,92,432,514
31,BLANCO,31,0302,310302,1044,1796,1425,371,20,8,275,279,1468,1176,292,19,5,215,219
55,CALDWELL,55,0111,550111,1376,3188,1410,1778,29,412,1337,1724,2648,1277,1371,17,333,1001,1326
85,COLLIN,85,0079,850079,1708,6200,2200,4000,1629,985,1371,2284,5151,1865,3286,1477,784,984,1729
113,DALLAS,113,4046,1134046,2704,3118,36,3082,13,554,2520,3059,2131,30,2101,11,458,1632,2085
113,DALLAS,113,1059,1131059,2040,2455,1409,1046,44,123,802,919,1936,1176,760,35,96,564,657
491,WILLIAMSON,491,0468,4910468,9534,1719,752,967,132,381,439,794,1433,660,773,111,300,346,630
231,HUNT,231,0213,2310213,5953,1519,1186,333,10,26,233,257,1131,909,222,6,17,143,159
263,KENT,263,0301,2630301,6285,88,71,17,1,3,15,16,66,54,12,1,3,10,11
305,LYNN,305,0002,3050002,6617,797,429,368,5,9,330,336,603,334,269,1,3,245,248
339,MONTGOMERY,339,0051,3390051,6949,6783,2305,4478,154,1444,2844,4203,4984,1937,3047,121,932,1934,2835
453,TRAVIS,453,0324,4530324,8870,3810,2851,959,219,64,561,612,2754,2161,593,128,37,340,370
475,WARD,475,004M,475004M,9202,420,226,194,4,14,161,170,298,173,125,2,4,106,109
113,DALLAS,113,2406,1132406,2372,5804,2323,3481,765,1289,1340,2578,4867,2127,2740,642,999,1002,1969
121,DENTON,121,2112,1212112,3036,2520,1186,1334,609,260,419,663,2028,1017,1011,478,184,302,481
